id,Время начала вызова,Время окончания вызова,Время постановки в очередь,Время переключения на оператора,Время окончания разговора с оператором,"Длительность разговора с оператором, сек",Метка
2570,11:36:38,11:42:53,11:37:47,11:38:07,11:42:08,241.0,1
2571,11:38:01,11:45:58,11:39:07,11:39:22,11:45:58,396.0,1
2572,11:36:38,11:37:46,,,,,0
2573,11:39:18,11:41:24,11:40:25,11:40:42,11:41:24,42.0,1
2574,11:38:11,11:44:09,11:38:46,11:39:02,11:44:07,305.0,1
2575,11:37:57,11:41:18,11:38:41,,,,0
2576,11:40:10,11:43:33,11:41:19,11:41:38,11:43:06,88.0,1
2577,11:40:30,11:45:03,11:41:37,11:41:51,11:44:33,162.0,1
2578,11:41:27,11:49:42,11:42:34,11:42:49,11:49:38,409.0,1
2579,11:39:31,11:47:06,11:42:09,11:44:08,11:46:41,153.0,0
2580,11:42:15,11:44:19,11:42:56,11:43:13,11:44:19,66.0,1
2581,11:40:14,11:41:31,11:40:55,,,,0
2582,11:43:09,11:47:22,11:44:17,11:44:33,11:47:22,169.0,1
2583,11:43:19,11:50:00,11:44:25,11:44:39,11:49:27,288.0,1
2584,11:41:42,11:43:08,,,,,0
2585,11:46:08,11:49:45,11:47:13,11:47:32,11:49:11,99.0,1
2586,11:45:12,11:57:05,11:45:50,11:46:07,11:57:02,655.0,1
2587,11:45:18,11:46:03,,,,,0
2588,11:45:40,11:47:14,11:46:47,,,,0
2589,11:47:58,11:54:02,11:48:38,11:48:54,11:54:02,308.0,1
2590,11:48:39,11:54:21,11:49:12,11:49:31,11:54:20,289.0,1
2591,11:47:19,11:48:08,,,,,0
2592,11:48:04,11:52:32,11:49:12,11:49:26,11:51:56,150.0,1
2593,11:49:41,11:53:18,11:50:16,11:50:32,11:52:38,126.0,1
2594,11:48:41,11:56:54,11:49:26,11:49:46,11:56:52,426.0,1
2595,11:48:48,11:56:02,11:49:52,11:51:58,11:56:02,244.0,0
2596,11:52:59,11:56:24,11:54:04,11:54:20,11:56:18,118.0,1
2597,11:53:30,11:58:33,11:54:39,11:54:55,11:58:15,200.0,1
2598,11:49:01,11:52:46,11:50:10,,,,0
2599,11:54:51,11:59:10,11:56:00,11:56:19,11:59:10,171.0,1
2600,11:49:23,11:49:57,,,,,0
2601,11:49:53,11:50:33,,,,,0
2602,11:53:37,11:57:13,11:54:09,11:54:24,11:56:46,142.0,1
2603,11:56:32,12:01:24,11:57:39,11:57:59,12:01:24,205.0,1
2604,11:56:08,12:00:56,11:56:51,11:57:10,12:00:44,214.0,1
2605,11:56:40,12:00:25,11:57:45,11:58:05,12:00:25,140.0,1
2606,11:56:56,12:05:43,11:58:02,11:58:22,12:05:22,420.0,1
2607,11:51:29,11:52:32,,,,,0
2608,11:51:42,11:57:04,11:52:51,,,,0
2609,11:51:55,11:56:52,11:52:29,11:54:25,11:56:52,147.0,0
2610,11:57:25,12:03:29,11:58:05,11:58:24,12:02:54,270.0,1
2611,11:52:39,11:57:23,11:53:20,,,,0
2612,11:52:56,11:56:32,11:54:05,,,,0
2613,11:53:01,11:54:31,,,,,0
2614,11:57:57,12:02:28,11:59:03,11:59:22,12:02:04,162.0,1
2615,11:53:20,11:53:46,,,,,0
2616,11:59:00,12:02:13,12:00:09,12:00:29,12:01:41,72.0,1
2617,11:59:24,12:10:35,12:00:32,12:00:51,12:10:35,584.0,1
2618,11:54:18,11:55:30,,,,,0
2619,11:54:29,11:56:04,11:55:33,,,,0
2620,11:55:02,11:55:45,11:55:17,,,,0
2621,11:55:08,11:59:59,11:55:40,11:57:10,11:59:31,141.0,1
2622,11:55:10,11:57:15,11:55:47,,,,0
2623,12:00:14,12:04:30,12:01:23,12:01:41,12:03:34,113.0,1
2624,11:55:41,11:56:18,,,,,0
2625,11:56:10,11:58:29,11:57:17,,,,0
2626,11:56:24,11:57:32,,,,,0
2627,11:56:28,11:56:28,,,,,0
2628,11:58:48,12:01:59,11:59:20,11:59:37,12:01:40,123.0,1
2629,11:57:02,11:58:14,,,,,0
2630,12:00:16,12:09:07,12:01:24,12:01:41,12:08:24,403.0,1
2631,11:57:33,11:58:27,,,,,0
2632,12:00:16,12:04:14,12:01:25,12:01:42,12:03:55,133.0,1
2633,11:58:00,12:01:39,11:59:05,,,,0
2634,12:00:50,12:04:25,12:01:57,12:02:12,12:03:48,96.0,1
2635,11:58:24,11:59:46,,,,,0
2636,11:58:37,12:02:19,11:59:44,,,,0
2637,11:58:47,11:59:35,,,,,0
2638,12:02:34,12:07:16,12:03:42,12:03:58,12:07:14,196.0,1
2639,12:12:19,12:17:29,12:12:19,12:12:38,12:17:26,288.0,1
2640,12:02:34,12:17:29,12:03:42,12:04:01,12:17:26,343.0,1
2641,11:59:57,12:04:19,12:01:46,,,,0
2642,12:03:10,12:07:08,12:03:49,12:04:03,12:07:05,182.0,1
2643,12:00:41,12:04:01,12:01:21,,,,0
2644,12:00:44,12:01:05,,,,,0
2645,12:00:48,12:04:48,12:01:54,,,,0
2646,12:01:09,12:04:28,12:02:20,,,,0
2647,12:07:36,12:12:35,12:08:11,12:08:25,12:12:35,250.0,1
2648,12:03:32,12:09:06,12:04:38,12:04:57,12:09:06,249.0,1
2649,12:01:36,12:05:15,12:02:45,,,,0
2650,12:01:38,12:02:45,,,,,0
2651,12:02:50,12:03:21,,,,,0
2652,12:03:03,12:15:36,12:04:11,12:05:25,12:15:04,579.0,0
2653,12:04:08,12:04:28,,,,,0
2654,12:04:17,12:07:00,12:04:55,,,,0
2655,12:04:23,12:05:19,,,,,0
2656,12:16:23,12:22:02,12:16:58,12:17:13,12:21:32,259.0,1
2657,12:05:48,12:10:19,12:06:54,12:07:14,12:09:52,158.0,1
2658,12:08:19,12:12:49,12:09:30,12:09:49,12:12:14,145.0,1
2659,12:05:23,12:06:28,,,,,0
2660,12:05:27,12:11:23,12:05:58,,,,0
2661,12:08:38,12:16:07,12:09:46,12:10:01,12:15:37,336.0,1
2662,12:09:20,12:13:14,12:10:29,12:10:46,12:12:31,105.0,1
2663,12:09:51,12:15:00,12:10:30,12:10:46,12:14:58,252.0,1
2664,12:11:07,12:14:37,12:12:15,12:12:29,12:14:34,125.0,1
2665,12:16:34,12:24:19,12:17:11,12:17:31,12:24:19,408.0,1
2666,12:11:10,12:20:04,12:12:20,12:12:37,12:13:35,58.0,1
2667,12:13:35,12:20:04,12:13:35,,,0.0,1
2668,12:11:34,12:16:38,12:12:42,12:13:01,12:15:45,164.0,1
2669,12:10:27,12:11:21,,,,,0
2670,12:10:33,12:29:39,12:11:42,12:13:36,12:29:39,963.0,0
2671,12:13:47,12:19:21,12:14:56,12:15:11,12:18:38,207.0,1
2672,12:11:28,12:11:30,,,,,0
2673,12:11:33,12:12:44,,,,,0
2674,12:12:08,12:16:01,12:13:17,12:15:16,12:16:00,44.0,0
2675,12:13:54,12:16:35,12:15:04,12:15:24,12:16:35,71.0,1
2676,12:13:28,12:18:57,12:14:37,12:15:41,12:18:25,164.0,0
2677,12:13:35,12:15:06,,,,,0
2678,12:14:54,12:19:15,12:15:48,12:16:07,12:19:13,186.0,1
2679,12:13:49,12:15:36,12:14:36,,,,0
2680,12:13:59,12:14:47,,,,,0
2681,12:14:53,12:18:20,12:16:00,12:16:15,12:18:20,125.0,1
2682,12:15:24,12:19:03,12:16:32,12:16:48,12:18:12,84.0,1
2683,12:16:48,12:19:22,12:17:56,12:18:16,12:19:22,66.0,1
2684,12:15:13,12:16:19,12:15:47,,,,0
2685,12:15:14,12:18:00,12:16:23,,,,0
2686,12:17:07,12:21:25,12:18:15,12:18:32,12:21:20,168.0,1
2687,12:16:05,12:17:24,12:16:46,,,,0
2688,12:16:20,12:22:28,12:17:04,12:18:46,12:22:28,222.0,0
2689,12:17:37,12:21:00,12:18:44,12:18:58,12:20:23,85.0,1
2690,12:16:30,12:16:40,,,,,0
2691,12:18:05,12:23:57,12:19:12,12:19:29,12:23:47,258.0,1
2692,12:16:38,12:22:19,12:17:45,12:20:30,12:21:43,73.0,0
2693,12:16:45,12:20:25,12:17:50,,,,0
2694,12:16:57,12:18:08,,,,,0
2695,12:22:38,12:28:24,12:23:10,12:23:24,12:28:23,299.0,1
2696,12:19:41,12:24:10,12:20:23,12:20:39,12:24:08,209.0,1
2697,12:17:40,12:30:45,12:18:23,,,,0
2698,12:26:51,12:31:16,12:27:20,12:27:34,12:30:32,178.0,1
2699,12:20:38,12:25:42,12:21:31,12:21:50,12:25:39,229.0,1
2700,12:18:31,12:19:44,,,,,0
2701,12:21:48,12:29:35,12:22:24,12:22:43,12:29:00,377.0,1
2702,12:19:00,12:19:31,,,,,0
2703,12:19:05,12:20:40,12:20:11,,,,0
2704,12:19:19,12:22:07,12:20:27,,,,0
2705,12:21:32,12:24:39,12:22:42,12:22:57,12:24:09,72.0,1
2706,12:22:29,12:26:21,12:23:37,12:23:56,12:26:20,144.0,1
2707,12:19:39,12:20:35,,,,,0
2708,12:19:47,12:23:24,12:20:52,,,,0
2709,12:20:03,12:20:57,,,,,0
2710,12:20:18,12:21:31,,,,,0
2711,12:20:27,12:23:43,12:21:36,,,,0
2712,12:32:21,12:44:21,12:32:58,12:33:17,12:43:36,619.0,1
2713,12:20:37,12:21:43,,,,,0
2714,12:22:51,12:28:46,12:23:56,12:24:10,12:28:12,242.0,1
2715,12:20:51,12:21:57,,,,,0
2716,12:23:06,12:25:12,12:24:15,12:24:32,12:25:12,40.0,1
2717,12:21:01,12:23:44,12:22:06,,,,0
2718,12:21:43,12:22:39,,,,,0
2719,12:21:46,12:22:54,,,,,0
2720,12:23:57,12:28:23,12:25:04,12:25:20,12:28:23,183.0,1
2721,12:24:40,12:26:23,12:25:48,12:26:05,12:26:23,18.0,1
2722,12:22:14,12:26:00,12:23:22,,,,0
2723,12:25:03,12:31:19,12:26:12,12:26:29,12:30:39,250.0,1
2724,12:25:28,12:33:54,12:26:07,12:26:26,12:33:06,400.0,1
2725,12:23:02,12:23:22,,,,,0
2726,12:23:22,12:24:02,12:23:58,,,,0
2727,12:23:33,12:26:48,12:24:12,,,,0
2728,12:23:33,12:26:13,12:23:49,,,,0
2729,12:23:46,12:25:01,,,,,0
2730,12:24:03,12:35:41,12:24:35,,,,0
2731,12:37:53,12:41:23,12:37:53,12:38:12,12:41:21,189.0,1
2732,12:27:15,12:41:23,12:28:24,12:28:44,12:41:21,256.0,1
2733,12:24:47,12:24:52,,,,,0
2734,12:27:31,12:38:36,12:28:39,12:28:56,12:38:36,580.0,1
2735,12:24:59,12:26:03,,,,,0
2736,12:25:07,12:28:38,12:26:10,,,,0
2737,12:27:40,12:32:54,12:28:48,12:29:08,12:31:58,170.0,1
2738,12:25:10,12:26:11,,,,,0
2739,12:25:31,12:32:55,12:26:06,,,,0
2740,12:28:39,12:44:34,12:29:44,12:29:59,12:44:05,846.0,1
2741,12:26:24,12:27:45,,,,,0
2742,12:29:25,12:35:44,12:30:34,12:30:53,12:35:44,291.0,1
2743,12:30:36,12:33:48,12:31:41,12:32:01,12:33:48,107.0,1
2744,12:30:35,12:36:07,12:31:43,12:32:03,12:36:07,244.0,1
2745,12:27:02,12:31:14,12:28:11,,,,0
2746,12:32:20,12:35:53,12:32:59,12:33:15,12:35:42,147.0,1
2747,12:33:01,12:40:25,12:34:09,12:34:27,12:40:00,333.0,1
2748,12:27:45,12:29:20,,,,,0
2749,12:35:28,12:42:54,12:36:35,12:36:54,12:42:28,334.0,1
2750,12:35:03,12:37:26,12:35:37,12:35:56,12:37:07,71.0,1
2751,12:28:19,12:34:12,12:29:28,,,,0
2752,12:34:47,12:42:06,12:35:27,12:35:47,12:41:19,332.0,1
2753,12:28:29,12:31:17,12:28:54,,,,0
2754,12:28:50,12:32:51,12:29:55,,,,0
2755,12:36:33,12:38:59,12:37:21,12:37:40,12:38:59,79.0,1
2756,12:29:37,12:32:56,12:30:20,,,,0
2757,12:30:04,12:30:50,,,,,0
2758,12:30:12,12:34:03,12:31:22,,,,0
2759,12:31:34,12:32:26,12:32:00,,,,0
2760,12:32:10,12:32:52,,,,,0
2761,12:32:24,12:35:21,12:33:05,,,,0
2762,12:32:25,12:34:52,12:32:56,,,,0
2763,12:40:39,12:45:47,12:41:11,12:41:28,12:45:29,241.0,1
2764,12:32:44,12:33:21,,,,,0
2765,12:33:11,12:40:17,12:33:53,,,,0
2766,12:33:30,12:35:25,12:34:37,,,,0
2767,12:37:22,12:43:47,12:38:28,12:38:48,12:43:15,267.0,1
2768,12:37:53,12:41:23,12:39:04,12:39:18,12:41:14,116.0,1
2769,12:34:07,12:37:47,12:35:13,,,,0
2770,12:34:21,12:38:07,12:35:30,,,,0
2771,12:34:27,12:38:16,12:35:36,,,,0
2772,12:34:31,12:35:09,,,,,0
2773,12:35:03,12:37:32,12:35:35,,,,0
2774,12:38:41,12:44:57,12:39:50,12:40:07,12:44:25,258.0,1
2775,12:35:17,12:39:02,12:36:26,,,,0
2776,12:35:24,12:39:00,12:36:28,,,,0
2777,12:35:26,12:39:37,12:36:32,,,,0
2778,12:40:26,12:45:57,12:41:09,12:41:25,12:45:20,235.0,1
2779,12:40:13,12:43:29,12:41:21,12:41:37,12:43:29,112.0,1
2780,12:41:39,12:55:12,12:42:48,12:43:06,12:55:12,726.0,1
2781,12:36:18,12:37:22,12:36:52,,,,0
2782,12:42:16,12:46:21,12:43:22,12:43:42,12:46:17,155.0,1
2783,12:44:44,12:48:55,12:45:16,12:45:30,12:48:21,171.0,1
2784,12:37:27,12:38:33,12:38:06,,,,0
2785,12:37:48,12:45:04,12:38:21,,,,0
2786,12:38:29,12:39:00,,,,,0
2787,12:38:45,12:41:41,12:39:17,,,,0
2788,12:38:47,12:39:39,,,,,0
2789,12:39:03,12:39:35,,,,,0
2790,12:39:15,12:43:01,12:40:24,,,,0
2791,12:39:47,12:40:34,,,,,0
2792,12:39:49,12:40:54,,,,,0
2793,12:42:59,12:53:23,12:44:09,12:44:26,12:52:48,502.0,1
2794,12:40:02,12:41:00,,,,,0
2795,12:44:55,12:50:26,12:46:00,12:46:16,12:50:00,224.0,1
2796,12:45:00,12:48:16,12:46:08,12:46:24,12:47:43,79.0,1
2797,12:40:51,12:41:37,,,,,0
2798,12:45:16,12:54:47,12:46:25,12:46:45,12:54:44,479.0,1
2799,12:46:15,12:53:44,12:47:24,12:47:43,12:53:38,355.0,1
2800,12:41:34,12:44:52,12:42:45,,,,0
2801,12:45:40,12:49:30,12:46:12,12:46:31,12:49:28,177.0,1
2802,12:41:57,12:43:22,,,,,0
2803,12:46:32,12:52:50,12:47:37,12:47:55,12:52:21,177.0,1
2804,12:49:59,12:52:50,12:49:59,12:50:15,12:52:21,126.0,1
2805,12:42:39,12:43:45,,,,,0
2806,12:42:56,12:44:38,12:44:03,,,,0
2807,12:47:27,12:50:42,12:48:05,12:48:25,12:50:42,137.0,1
2808,12:43:41,12:45:54,12:44:51,,,,0
2809,12:47:26,12:51:58,12:48:34,12:48:54,12:51:54,180.0,1
2810,12:48:17,12:53:26,12:49:09,12:49:29,12:53:23,234.0,1
2811,12:44:37,12:44:45,,,,,0
2812,12:45:39,12:50:53,12:46:13,12:46:31,12:50:12,221.0,1
2813,12:45:08,12:46:15,,,,,0
2814,12:45:27,12:49:20,12:46:37,,,,0
2815,12:45:37,12:49:22,12:46:47,,,,0
2816,12:46:14,12:47:09,,,,,0
2817,12:46:35,12:49:54,12:47:17,,,,0
2818,12:47:11,12:48:09,,,,,0
2819,12:47:37,12:48:19,,,,,0
2820,12:48:03,12:53:47,12:49:09,12:50:06,12:53:21,195.0,0
2821,12:51:04,12:55:05,12:51:49,12:52:04,12:54:35,151.0,1
2822,12:49:56,13:02:46,12:50:29,12:50:45,13:02:21,696.0,1
2823,12:51:55,12:55:05,12:53:02,12:53:16,12:54:18,62.0,1
2824,12:49:08,12:49:40,,,,,0
2825,12:49:12,12:53:10,12:49:56,,,,0
2826,12:49:12,12:50:01,,,,,0
2827,12:50:08,12:50:12,,,,,0
2828,12:52:51,12:56:58,12:54:00,12:54:20,12:56:55,155.0,1
2829,12:52:41,12:57:48,12:53:10,12:53:26,12:55:37,131.0,1
2830,12:52:28,13:01:38,12:53:12,12:53:31,13:01:38,487.0,1
2831,12:50:48,12:51:59,,,,,0
2832,12:53:35,12:55:12,12:54:16,12:54:31,12:55:12,41.0,1
2833,12:53:16,13:04:01,12:54:25,12:54:45,13:04:01,556.0,1
2834,12:52:04,12:53:00,,,,,0
2835,12:54:26,12:58:20,12:55:04,12:55:23,12:58:19,176.0,1
2836,12:59:42,13:04:06,12:59:59,13:00:14,13:03:34,200.0,1
2837,12:54:16,12:58:02,12:55:23,12:55:38,12:57:37,119.0,1
2838,12:55:23,13:01:29,12:56:32,12:56:51,13:00:57,246.0,1
2839,12:53:21,12:54:21,,,,,0
2840,12:55:45,13:00:13,12:56:50,12:57:10,12:59:55,165.0,1
2841,12:57:00,13:01:58,12:58:08,12:58:27,13:01:30,183.0,1
2842,12:58:48,13:05:11,12:59:56,13:00:12,13:04:36,264.0,1
2843,12:57:02,13:00:33,12:57:47,12:58:06,13:00:26,140.0,1
2844,12:54:35,12:57:32,12:55:43,,,,0
2845,12:59:41,13:07:50,13:00:19,13:00:39,13:07:34,415.0,1
2846,12:55:16,12:56:41,,,,,0
2847,12:55:30,12:56:19,,,,,0
2848,12:55:33,12:59:17,12:56:38,,,,0
2849,13:00:12,13:04:00,13:01:17,13:01:33,13:03:46,133.0,1
2850,12:56:03,12:59:44,12:57:09,,,,0
2851,13:01:04,13:12:31,13:02:09,13:02:23,13:12:31,608.0,1
2852,12:58:05,12:58:49,,,,,0
2853,12:58:15,13:02:04,12:59:26,,,,0
2854,12:58:24,13:02:07,12:59:31,,,,0
2855,12:58:26,12:59:57,,,,,0
2856,12:58:38,13:00:12,12:59:46,,,,0
2857,12:58:45,13:02:29,12:59:54,,,,0
2858,13:01:39,13:09:54,13:02:14,13:02:33,13:09:52,439.0,1
2859,13:03:26,13:06:43,13:04:10,13:04:24,13:05:57,93.0,1
2860,12:59:32,12:59:42,,,,,0
2861,12:59:34,13:04:45,13:00:14,,,,0
2862,13:02:27,13:05:26,13:03:33,13:03:49,13:05:26,97.0,1
2863,13:00:39,13:01:00,,,,,0
2864,13:05:23,13:10:34,13:05:40,13:05:59,13:10:31,272.0,1
2865,13:01:21,13:03:18,13:02:30,,,,0
2866,13:01:22,13:02:09,,,,,0
2867,13:01:58,13:03:08,,,,,0
2868,13:02:11,13:02:21,,,,,0
2869,13:03:34,13:08:16,13:04:41,13:05:01,13:08:16,195.0,1
2870,13:04:57,13:08:17,13:06:04,13:06:23,13:07:33,70.0,1
2871,13:03:36,13:05:00,13:04:05,13:04:19,13:05:00,41.0,1
2872,13:05:20,13:13:48,13:06:29,13:06:48,13:13:38,410.0,1
2873,13:03:35,13:05:05,13:04:26,,,,0
2874,13:04:29,13:09:53,13:05:01,,,,0
2875,13:06:15,13:11:00,13:07:24,13:07:43,13:11:00,197.0,1
2876,13:04:47,13:12:41,13:05:52,13:07:46,13:12:26,280.0,0
2877,13:15:30,13:22:59,13:15:30,13:15:50,13:22:57,427.0,1
2878,13:06:53,13:22:59,13:08:02,13:08:21,13:22:57,454.0,1
2879,13:08:59,13:15:49,13:09:35,13:09:54,13:15:48,354.0,1
2880,13:07:38,13:12:36,13:08:33,13:08:52,13:12:36,224.0,1
2881,13:06:57,13:14:36,13:07:32,,,,0
2882,13:07:10,13:07:40,,,,,0
2883,13:07:10,13:11:08,13:08:15,,,,0
2884,13:10:22,13:13:13,13:11:03,13:11:18,13:13:07,109.0,1
2885,13:07:59,13:09:09,,,,,0
2886,13:10:08,13:13:36,13:11:16,13:11:36,13:13:06,90.0,1
2887,13:08:48,13:12:26,13:09:57,,,,0
2888,13:09:02,13:12:31,13:09:41,,,,0
2889,13:09:21,13:19:57,13:10:29,13:12:35,13:19:19,404.0,0
2890,13:11:23,13:15:03,13:12:30,13:12:50,13:15:03,133.0,1
2891,13:11:11,13:12:05,,,,,0
2892,13:11:40,13:13:08,13:12:32,,,,0
2893,13:11:43,13:13:20,13:12:52,,,,0
2894,13:11:44,13:12:23,,,,,0
2895,13:11:56,13:18:09,13:13:05,13:13:44,13:18:03,259.0,0
2896,13:12:15,13:21:50,13:13:23,13:13:44,13:21:50,486.0,1
2897,13:12:16,13:12:31,,,,,0
2898,13:13:35,13:18:45,13:14:43,13:15:03,13:18:45,222.0,1
2899,13:14:07,13:19:24,13:15:19,13:15:38,13:18:46,188.0,1
2900,13:12:50,13:15:03,13:13:35,13:13:54,13:14:56,62.0,1
2901,13:15:10,13:19:53,13:16:19,13:16:34,13:19:17,163.0,1
2902,13:13:17,13:13:20,,,,,0
2903,13:13:19,13:14:34,13:14:24,,,,0
2904,13:13:21,13:15:35,13:13:53,,,,0
2905,13:15:38,13:19:36,13:16:07,13:16:24,13:18:54,150.0,1
2906,13:13:32,13:14:28,,,,,0
2907,13:22:53,13:27:00,13:22:53,13:23:10,13:27:00,230.0,1
2908,13:17:36,13:27:00,13:18:42,13:19:02,13:27:00,264.0,1
2909,13:17:47,13:22:28,13:18:32,13:18:48,13:21:56,188.0,1
2910,13:17:57,13:23:10,13:19:03,13:19:19,13:23:05,226.0,1
2911,13:15:07,13:18:49,13:16:13,,,,1
2912,13:15:07,13:17:33,13:16:13,,,,0
2913,13:15:08,13:22:09,13:15:30,13:16:37,13:21:57,320.0,1
2914,13:15:33,13:18:08,13:16:20,,,,0
2915,13:17:55,13:20:49,13:19:04,13:19:24,13:20:32,68.0,1
2916,13:15:58,13:16:02,13:15:59,,,,0
2917,13:16:27,13:20:06,13:17:31,,,,0
2918,13:18:43,13:22:00,13:19:22,13:19:41,13:21:57,136.0,1
2919,13:16:53,13:24:17,13:17:59,13:20:35,13:24:16,221.0,1
2920,13:16:57,13:17:10,,,,,0
2921,13:20:37,13:25:59,13:21:42,13:22:02,13:25:55,233.0,1
2922,13:16:58,13:20:42,13:18:05,,,,0
2923,13:17:16,13:18:12,,,,,0
2924,13:21:13,13:24:53,13:21:55,13:22:11,13:24:51,160.0,1
2925,13:17:31,13:20:43,13:18:08,,,,0
2926,13:21:06,13:23:41,13:21:41,13:22:00,13:23:41,101.0,1
2927,13:18:56,13:19:19,,,,,0
2928,13:19:55,13:24:06,13:20:31,,,,0
2929,13:20:01,13:25:49,13:20:17,,,,0
2930,13:22:54,13:26:23,13:24:02,13:24:22,13:26:23,121.0,1
2931,13:21:59,13:24:57,13:22:43,13:22:57,13:24:57,120.0,1
2932,13:21:39,13:26:17,13:23:48,,,,0
2933,13:23:38,13:40:21,13:24:48,13:25:03,13:40:21,918.0,1
2934,13:23:54,13:26:34,13:25:02,13:25:21,13:26:34,73.0,1
2935,13:22:21,13:26:05,13:23:30,,,,0
2936,13:22:26,13:26:06,13:23:35,,,,0
2937,13:24:45,13:28:35,13:25:49,13:26:09,13:27:54,105.0,1
2938,13:25:04,13:28:23,13:26:11,13:26:31,13:27:48,77.0,1
2939,13:22:47,13:25:01,13:23:18,,,,0
2940,13:25:15,13:37:48,13:26:24,13:26:43,13:37:15,632.0,1
2941,13:26:19,13:30:04,13:26:51,13:27:05,13:30:04,179.0,1
2942,13:26:28,13:29:15,13:27:36,13:27:51,13:29:03,72.0,1
2943,13:23:28,13:26:07,13:24:15,,,,0
2944,13:27:59,13:33:07,13:28:35,13:28:54,13:33:07,253.0,1
2945,13:23:49,13:27:37,13:24:58,,,,0
2946,13:23:57,13:25:45,13:25:02,,,,0
2947,13:26:30,13:35:37,13:27:36,13:27:55,13:35:27,452.0,1
2948,13:27:50,13:31:44,13:28:56,13:29:10,13:31:08,118.0,1
2949,13:24:11,13:24:17,,,,,0
2950,13:24:13,13:26:30,13:25:22,,,,0
2951,13:24:37,13:28:24,13:25:45,,,,0
2952,13:29:55,13:40:40,13:37:10,13:37:29,13:40:38,189.0,1
2953,13:24:52,13:25:39,,,,,0
2954,13:25:49,13:26:53,,,,,0
2955,13:29:14,13:30:17,13:29:52,13:30:12,13:30:17,5.0,1
2956,13:29:48,13:37:16,13:30:56,13:31:12,13:36:37,325.0,1
2957,13:27:04,13:28:11,13:27:44,,,,0
2958,13:27:06,13:29:42,13:28:13,,,,0
2959,13:33:07,13:37:40,13:33:58,13:34:16,13:37:20,184.0,1
2960,13:27:28,13:31:13,13:28:34,,,,0
2961,13:32:51,13:37:05,13:33:58,13:34:18,13:36:27,129.0,1
2962,13:27:41,13:28:35,,,,,0
2963,13:34:21,13:43:35,13:35:30,13:35:49,13:43:35,329.0,1
2964,13:38:11,13:43:35,13:38:11,13:38:25,13:43:35,310.0,1
2965,13:29:37,13:35:13,13:30:12,13:30:31,13:35:12,281.0,1
2966,13:35:24,13:38:11,13:36:28,13:36:48,13:38:11,83.0,1
2967,13:35:06,13:37:10,13:35:52,13:36:10,13:37:06,56.0,1
2968,13:35:21,13:49:44,13:36:30,13:36:49,13:49:14,745.0,1
2969,13:28:54,13:31:55,13:30:02,,,,0
2970,13:29:25,13:29:53,,,,,0
2971,13:29:36,13:33:22,13:30:45,,,,0
2972,13:29:38,13:35:06,13:30:44,,,,0
2973,13:29:47,13:30:17,,,,,0
2974,13:29:59,13:31:08,13:31:07,,,,0
2975,13:30:25,13:34:11,13:30:43,13:32:35,13:34:07,92.0,0
2976,13:35:39,13:42:49,13:36:47,13:37:07,13:42:21,314.0,1
2977,13:30:34,13:35:50,13:31:43,,,,0
2978,13:30:50,13:34:47,13:31:58,,,,0
2979,13:30:54,13:31:56,,,,,0
2980,13:32:08,13:35:53,13:33:16,,,,0
2981,13:36:33,13:40:53,13:37:14,13:37:34,13:40:33,179.0,1
2982,13:32:29,13:33:27,,,,,0
2983,13:32:35,13:37:18,13:33:43,,,,0
2984,13:32:37,13:36:17,13:33:46,,,,0
2985,13:32:39,13:33:28,,,,,0
2986,13:33:06,13:37:00,13:33:42,13:35:16,13:36:46,90.0,0
2987,13:33:41,13:33:41,,,,,0
2988,13:33:51,13:37:48,13:34:55,,,,0
2989,13:40:04,13:43:44,13:40:30,13:40:49,13:41:53,64.0,1
2990,13:34:52,13:37:30,13:36:00,,,,0
2991,13:35:01,13:38:52,13:36:09,,,,0
2992,13:38:06,13:40:32,13:38:39,13:38:55,13:40:11,76.0,1
2993,13:35:37,13:36:28,,,,,0
2994,13:35:49,13:36:42,,,,,0
2995,13:39:26,13:43:36,13:40:34,13:40:53,13:43:33,160.0,1
2996,13:36:30,13:41:49,13:37:39,,,,0
2997,13:40:43,13:44:18,13:41:51,13:42:10,13:43:45,95.0,1
2998,13:39:23,13:47:23,13:39:53,13:40:12,13:46:55,403.0,1
2999,13:36:44,13:37:29,,,,,0
3000,13:36:54,13:40:16,13:37:59,,,,0
3001,13:37:17,13:37:55,,,,,0
3002,13:37:51,13:41:33,13:38:58,,,,0
3003,13:41:43,13:50:02,13:42:54,13:43:14,13:49:56,402.0,1
3004,13:38:57,13:42:33,13:40:03,,,,0
3005,13:39:04,13:39:42,,,,,0
3006,13:39:23,13:46:02,13:40:29,,,,0
3007,13:42:45,13:47:24,13:43:26,13:43:42,13:47:24,222.0,1
3008,13:39:46,13:43:24,13:40:50,,,,0
3009,13:43:00,13:46:25,13:43:40,13:43:54,13:45:51,117.0,1
3010,13:43:04,13:56:20,13:43:40,13:43:56,13:55:38,702.0,1
3011,13:41:05,13:43:34,13:41:23,,,,0
3012,13:46:52,13:56:12,13:47:25,13:47:40,13:56:09,509.0,1
3013,13:42:08,13:45:46,13:43:11,,,,0
3014,13:44:39,13:48:05,13:45:47,13:46:07,13:47:00,53.0,1
3015,13:42:22,13:42:32,,,,,0
3016,13:48:53,13:53:41,13:49:25,13:49:44,13:53:08,204.0,1
3017,13:45:43,13:48:41,13:46:50,13:47:06,13:48:21,75.0,1
